Wed, 07 Sep 2016 23:14:59:Insert_mysql_Efforttime.py[line:29] INFO Connect Redis OK!
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22333739', u'2016-09-02 11:36:43', u'oe-zhanglianhui-china', 100, u'2016-09-07 22:38:27']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22135763', u'2016-08-27 09:55:57', u'oe-lichuangcheng-china', 50, u'2016-09-07 22:41:55']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22135763', u'2016-08-27 02:49:26', u'oe-guofei-china', 150, u'2016-09-07 22:41:55']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22135763', u'2016-08-27 02:42:22', u'oe-yanghongsheng-china', 150, u'2016-09-07 22:41:55']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22135763', u'2016-08-27 00:05:35', u'oe-JiangShiXun-china', 20, u'2016-09-07 22:41:55']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22135763', u'2016-08-26 18:23:51', u'oe-zhangyuan-china', 90, u'2016-09-07 22:41:55']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22135763', u'2016-08-26 17:33:40', u'oe-JiangShiXun-china', 80, u'2016-09-07 22:41:55']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22135763', u'2016-08-26 16:18:06', u'oe-zhanglianhui-china', 10, u'2016-09-07 22:41:55']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22128522', u'2016-08-29 11:02:44', u'oe-lichuangcheng-china', 30, u'2016-09-07 22:41:55']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22128522', u'2016-08-29 10:45:45', u'oe-zhangyuan-china', 25, u'2016-09-07 22:41:55']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22128522', u'2016-08-29 08:20:33', u'oe-lichuangcheng-china', 30, u'2016-09-07 22:41:55']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22128522', u'2016-08-28 17:40:58', u'oe-luowei-china', 15, u'2016-09-07 22:41:55']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22128522', u'2016-08-27 09:47:45', u'oe-lichuangcheng-china', 35, u'2016-09-07 22:41:55']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22128522', u'2016-08-27 01:35:52', u'oe-yanghongsheng-china', 15, u'2016-09-07 22:41:55']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22128522', u'2016-08-27 00:27:55', u'oe-guofei-china', 20, u'2016-09-07 22:41:55']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22128522', u'2016-08-26 14:59:40', u'oe-lichuangcheng-china', 30, u'2016-09-07 22:41:55']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22128522', u'2016-08-26 13:37:52', u'oe-lichuangcheng-china', 30, u'2016-09-07 22:41:55']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22125573', u'2016-09-02 16:11:33', u'oe-quanzhiyang-china', 20, u'2016-09-07 22:41:58']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22125573', u'2016-08-29 10:17:35', u'oe-zhangyuan-china', 85, u'2016-09-07 22:41:58']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22125573', u'2016-08-29 08:22:51', u'oe-yanghongsheng-china', 15, u'2016-09-07 22:41:58']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22125573', u'2016-08-28 17:36:14', u'oe-luowei-china', 20, u'2016-09-07 22:41:58']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22125573', u'2016-08-27 21:51:40', u'oe-JiangShiXun-china', 30, u'2016-09-07 22:41:58']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22125573', u'2016-08-27 09:52:49', u'oe-lichuangcheng-china', 50, u'2016-09-07 22:41:58']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22125573', u'2016-08-27 08:51:29', u'oe-fanSongchen-china', 120, u'2016-09-07 22:41:58']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22125573', u'2016-08-27 07:59:29', u'oe-guofei-china', 60, u'2016-09-07 22:41:58']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22125573', u'2016-08-27 01:33:25', u'oe-yanghongsheng-china', 20, u'2016-09-07 22:41:58']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22125573', u'2016-08-26 18:26:11', u'oe-zhangyuan-china', 30, u'2016-09-07 22:41:58']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22125573', u'2016-08-26 17:19:08', u'oe-quanzhiyang-china', 120, u'2016-09-07 22:41:58']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22125573', u'2016-08-26 16:48:12', u'oe-fanSongchen-china', 420, u'2016-09-07 22:41:58']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22125573', u'2016-08-26 13:43:25', u'oe-lichuangcheng-china', 30, u'2016-09-07 22:41:58']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22124926', u'2016-09-03 17:15:08', u'oe-JiangShiXun-china', 15, u'2016-09-07 22:42:06']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22124926', u'2016-09-03 08:21:01', u'oe-yanghongsheng-china', 15, u'2016-09-07 22:42:06']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22124926', u'2016-09-02 16:18:04', u'oe-JiangShiXun-china', 30, u'2016-09-07 22:42:06']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22124926', u'2016-09-02 11:52:34', u'oe-zhanglianhui-china', 210, u'2016-09-07 22:42:06']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22124926', u'2016-09-02 11:34:25', u'oe-wuguanglie-china', 60, u'2016-09-07 22:42:06']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22124926', u'2016-09-02 08:08:01', u'oe-fansongchen-china', 40, u'2016-09-07 22:42:06']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22124926', u'2016-09-02 06:50:12', u'oe-fansongchen-china', 300, u'2016-09-07 22:42:06']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22124926', u'2016-09-02 03:16:36', u'oe-fansongchen-china', 140, u'2016-09-07 22:42:06']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22124926', u'2016-09-01 20:31:30', u'oe-JiangShiXun-china', 120, u'2016-09-07 22:42:06']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22124926', u'2016-09-01 15:44:37', u'oe-guofei-china', 30, u'2016-09-07 22:42:06']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22124926', u'2016-09-01 08:31:55', u'oe-guofei-china', 50, u'2016-09-07 22:42:06']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22124926', u'2016-09-01 06:55:31', u'oe-lichuangcheng-china', 50, u'2016-09-07 22:42:06']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22124926', u'2016-09-01 06:47:52', u'oe-lichuangcheng-china', 40, u'2016-09-07 22:42:06']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22124926', u'2016-09-01 00:44:45', u'oe-lichuangcheng-china', 60, u'2016-09-07 22:42:06']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22124926', u'2016-08-31 15:14:54', u'oe-yanghongsheng-china', 20, u'2016-09-07 22:42:06']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22124926', u'2016-08-31 11:08:08', u'oe-guofei-china', 120, u'2016-09-07 22:42:06']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22124926', u'2016-08-31 09:33:06', u'oe-yanghongsheng-china', 40, u'2016-09-07 22:42:06']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22124926', u'2016-08-31 07:25:04', u'oe-luowei-china', 120, u'2016-09-07 22:42:06']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22124926', u'2016-08-30 10:59:42', u'oe-lichuangcheng-china', 30, u'2016-09-07 22:42:06']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22124926', u'2016-08-30 03:48:53', u'oe-fansongchen-china', 30, u'2016-09-07 22:42:06']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22124926', u'2016-08-28 17:34:00', u'oe-luowei-china', 30, u'2016-09-07 22:42:06']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22124926', u'2016-08-27 09:48:09', u'oe-lichuangcheng-china', 25, u'2016-09-07 22:42:06']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22124926', u'2016-08-27 01:26:13', u'oe-yanghongsheng-china', 15, u'2016-09-07 22:42:06']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22124926', u'2016-08-26 20:05:59', u'oe-JiangShiXun-china', 70, u'2016-09-07 22:42:06']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22124926', u'2016-08-26 13:17:49', u'oe-yangwenting-china', 90, u'2016-09-07 22:42:06']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22124926', u'2016-08-26 11:05:21', u'oe-lichuangcheng-china', 10, u'2016-09-07 22:42:06']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22124339', u'2016-08-29 11:08:05', u'oe-lichuangcheng-china', 30, u'2016-09-07 22:42:06']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22124339', u'2016-08-27 09:26:34', u'oe-lichuangcheng-china', 70, u'2016-09-07 22:42:06']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22124339', u'2016-08-27 02:53:16', u'oe-guofei-china', 30, u'2016-09-07 22:42:06']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22124339', u'2016-08-27 01:46:41', u'oe-yanghongsheng-china', 25, u'2016-09-07 22:42:06']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22124339', u'2016-08-27 01:04:14', u'oe-yanghongsheng-china', 15, u'2016-09-07 22:42:06']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22124339', u'2016-08-26 20:31:27', u'oe-JiangShiXun-china', 20, u'2016-09-07 22:42:06']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22124339', u'2016-08-26 13:34:39', u'oe-lichuangcheng-china', 140, u'2016-09-07 22:42:06']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22123764', u'2016-08-29 11:12:37', u'oe-zhangyuan-china', 25, u'2016-09-07 22:42:19']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22123764', u'2016-08-29 11:10:20', u'oe-lichuangcheng-china', 30, u'2016-09-07 22:42:19']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22123764', u'2016-08-29 08:20:09', u'oe-yanghongsheng-china', 15, u'2016-09-07 22:42:19']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22123764', u'2016-08-28 17:27:57', u'oe-luowei-china', 20, u'2016-09-07 22:42:19']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22123764', u'2016-08-26 15:41:53', u'oe-zhanglianhui-china', 60, u'2016-09-07 22:42:19']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22123764', u'2016-08-26 15:00:37', u'oe-lichuangcheng-china', 60, u'2016-09-07 22:42:19']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22123764', u'2016-08-26 12:37:37', u'oe-zhanglianhui-china', 60, u'2016-09-07 22:42:19']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22123289', u'2016-08-30 15:27:31', u'oe-guofei-china', 30, u'2016-09-07 22:42:19']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22123289', u'2016-08-30 10:54:05', u'oe-zhangyuan-china', 60, u'2016-09-07 22:42:19']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22123289', u'2016-08-28 16:51:24', u'oe-luowei-china', 15, u'2016-09-07 22:42:19']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22123289', u'2016-08-27 00:46:19', u'oe-yanghongsheng-china', 15, u'2016-09-07 22:42:19']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22123289', u'2016-08-27 00:25:06', u'oe-guofei-china', 20, u'2016-09-07 22:42:19']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22123289', u'2016-08-26 16:47:38', u'oe-fanSongchen-china', 320, u'2016-09-07 22:42:19']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22123289', u'2016-08-26 15:09:47', u'oe-lichuangcheng-china', 120, u'2016-09-07 22:42:19']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22123289', u'2016-08-26 13:45:35', u'oe-lichuangcheng-china', 80, u'2016-09-07 22:42:19']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22123289', u'2016-08-26 11:33:07', u'oe-yuezhao-china', 20, u'2016-09-07 22:42:19']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22123145', u'2016-08-26 16:57:06', u'oe-yuezhao-china', 480, u'2016-09-07 22:42:01']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22123145', u'2016-08-26 15:09:52', u'oe-lichuangcheng-china', 110, u'2016-09-07 22:42:01']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22123145', u'2016-08-26 12:54:51', u'oe-QuanZhiYang-china', 180, u'2016-09-07 22:42:01']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22123145', u'2016-08-26 11:17:35', u'oe-lichuangcheng-china', 40, u'2016-09-07 22:42:01']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22123145', u'2016-08-26 10:32:13', u'oe-QuanZhiYang-china', 10, u'2016-09-07 22:42:01']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22123145', u'2016-08-26 10:07:06', u'oe-yuezhao-china', 60, u'2016-09-07 22:42:01']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22120093', u'2016-08-26 08:08:56', u'oe-fansongchen-china', 20, u'2016-09-07 22:42:20']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22095809', u'2016-08-25 22:33:57', u'oe-guofei-china', 40, u'2016-09-07 22:42:20']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22095809', u'2016-08-25 20:52:25', u'oe-JiangShiXun-china', 30, u'2016-09-07 22:42:20']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22095809', u'2016-08-25 20:36:56', u'oe-zhangyuan-china', 30, u'2016-09-07 22:42:20']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22093453', u'2016-08-25 17:29:39', u'oe-guofei-china', 60, u'2016-09-07 22:43:04']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22093453', u'2016-08-25 17:28:44', u'oe-JiangShiXun-china', 30, u'2016-09-07 22:43:04']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22093453', u'2016-08-25 17:05:59', u'oe-JiangShiXun-china', 30, u'2016-09-07 22:43:04']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22093453', u'2016-08-25 16:56:35', u'oe-zhangyuan-china', 35, u'2016-09-07 22:43:04']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22093453', u'2016-08-25 16:29:46', u'oe-JiangShiXun-china', 25, u'2016-09-07 22:43:04']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22093301', u'2016-08-26 09:37:29', u'oe-zhanglianhui-china', 15, u'2016-09-07 22:43:06']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22093301', u'2016-08-26 00:59:55', u'oe-yanghongsheng-china', 15, u'2016-09-07 22:43:06']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22093301', u'2016-08-25 17:13:18', u'oe-guofei-china', 90, u'2016-09-07 22:43:06']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22092784', u'2016-08-25 16:52:46', u'oe-yangwenting-china', 60, u'2016-09-07 22:43:06']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22089635', u'2016-09-02 16:35:00', u'oe-zhangyuan-china', 20, u'2016-09-07 22:43:15']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22089635', u'2016-09-01 16:55:24', u'oe-zhangyuan-china', 55, u'2016-09-07 22:43:15']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22089635', u'2016-09-01 09:43:03', u'oe-yanghongsheng-china', 15, u'2016-09-07 22:43:15']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22089635', u'2016-09-01 08:18:39', u'oe-guofei-china', 30, u'2016-09-07 22:43:15']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22089635', u'2016-09-01 07:10:43', u'oe-luowei-china', 150, u'2016-09-07 22:43:15']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22089635', u'2016-09-01 06:47:38', u'oe-lichuangcheng-china', 50, u'2016-09-07 22:43:15']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22089635', u'2016-08-31 09:16:32', u'oe-zhangyuan-china', 35, u'2016-09-07 22:43:15']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22089635', u'2016-08-31 08:15:44', u'oe-yanghongsheng-china', 15, u'2016-09-07 22:43:15']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22089635', u'2016-08-31 07:47:36', u'oe-zhanglianhui-china', 20, u'2016-09-07 22:43:15']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22089635', u'2016-08-31 07:01:07', u'oe-zhanglianhui-china', 200, u'2016-09-07 22:43:15']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22089635', u'2016-08-30 18:53:34', u'oe-JiangShiXun-china', 30, u'2016-09-07 22:43:15']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22089635', u'2016-08-30 15:44:07', u'oe-zhangyuan-china', 280, u'2016-09-07 22:43:15']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22089635', u'2016-08-30 14:54:14', u'oe-QuanZhiYang-china', 120, u'2016-09-07 22:43:15']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22089635', u'2016-08-30 01:40:47', u'oe-fansongchen-china', 50, u'2016-09-07 22:43:15']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22089635', u'2016-08-30 01:40:04', u'oe-fansongchen-china', 30, u'2016-09-07 22:43:15']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22089635', u'2016-08-28 16:49:00', u'oe-luowei-china', 20, u'2016-09-07 22:43:15']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22089635', u'2016-08-27 09:53:57', u'oe-lichuangcheng-china', 40, u'2016-09-07 22:43:15']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22089635', u'2016-08-27 08:04:35', u'oe-guofei-china', 95, u'2016-09-07 22:43:15']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22089635', u'2016-08-27 00:44:01', u'oe-yanghongsheng-china', 15, u'2016-09-07 22:43:15']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22089635', u'2016-08-26 18:43:40', u'oe-zhangyuan-china', 50, u'2016-09-07 22:43:15']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22089635', u'2016-08-26 09:47:37', u'oe-fansongchen-china', 20, u'2016-09-07 22:43:15']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22089635', u'2016-08-26 07:45:15', u'oe-luowei-china', 80, u'2016-09-07 22:43:15']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22089635', u'2016-08-26 07:26:49', u'oe-yanghongsheng-china', 170, u'2016-09-07 22:43:15']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22089635', u'2016-08-26 00:54:13', u'oe-yanghongsheng-china', 30, u'2016-09-07 22:43:15']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22089635', u'2016-08-25 23:41:28', u'oe-zhangyuan-china', 200, u'2016-09-07 22:43:15']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22089635', u'2016-08-25 20:40:31', u'oe-zhangyuan-china', 190, u'2016-09-07 22:43:15']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22089635', u'2016-08-25 17:13:40', u'oe-JiangShiXun-china', 15, u'2016-09-07 22:43:15']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22089635', u'2016-08-25 16:08:30', u'oe-fansongchen-china', 70, u'2016-09-07 22:43:15']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22089635', u'2016-08-25 15:13:42', u'oe-fansongchen-china', 20, u'2016-09-07 22:43:15']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22089635', u'2016-08-25 14:47:13', u'oe-yangwenting-china', 5, u'2016-09-07 22:43:15']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22088328', u'2016-08-26 09:51:39', u'oe-fansongchen-china', 20, u'2016-09-07 22:43:15']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22088328', u'2016-08-26 07:45:49', u'oe-luowei-china', 40, u'2016-09-07 22:43:15']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22088328', u'2016-08-25 14:09:54', u'oe-fansongchen-china', 25, u'2016-09-07 22:43:15']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22088328', u'2016-08-25 13:16:26', u'oe-fansongchen-china', 15, u'2016-09-07 22:43:15']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22087794', u'2016-08-25 13:55:24', u'oe-zhanglianhui-china', 120, u'2016-09-07 22:43:16']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22087231', u'2016-08-25 12:39:00', u'oe-zhanglianhui-china', 30, u'2016-09-07 22:43:16']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22053051', u'2016-08-24 17:32:24', u'oe-JiangShiXun-china', 10, u'2016-09-07 22:43:37']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22053051', u'2016-08-24 17:23:23', u'oe-zhangyuan-china', 30, u'2016-09-07 22:43:37']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22053051', u'2016-08-24 16:51:21', u'oe-JiangShiXun-china', 10, u'2016-09-07 22:43:37']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22053051', u'2016-08-24 16:36:47', u'oe-zhangyuan-china', 10, u'2016-09-07 22:43:37']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22053051', u'2016-08-24 16:29:49', u'oe-zhangyuan-china', 10, u'2016-09-07 22:43:37']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22045738', u'2016-08-30 11:03:35', u'oe-lichuangcheng-china', 50, u'2016-09-07 22:43:38']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22045738', u'2016-08-29 11:23:50', u'oe-zhangyuan-china', 15, u'2016-09-07 22:43:38']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22045738', u'2016-08-29 08:24:53', u'oe-lichuangcheng-china', 30, u'2016-09-07 22:43:38']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22045738', u'2016-08-28 16:43:55', u'oe-luowei-china', 15, u'2016-09-07 22:43:38']
